title,text,date,url,label,source,pr_no,company,category
Adjudication Order in respect of Makwana Dhiru S. HUF in the matter of dealings in Illiquid Stock Options on BSE,Adjudication Order in respect of Makwana Dhiru S. HUF in the matter of dealings in Illiquid Stock Options on BSE,"Jan 19, 2026",https://www.sebi.gov.in/enforcement/orders/jan-2026/adjudication-order-in-respect-of-makwana-dhiru-s-huf-in-the-matter-of-dealings-in-illiquid-stock-options-on-bse_99136.html,negative,SEBI,,,
Adjudication Order in respect of Makwana Jitubhai S. HUF in the matter of dealings in Illiquid Stock Options on BSE,Adjudication Order in respect of Makwana Jitubhai S. HUF in the matter of dealings in Illiquid Stock Options on BSE,"Jan 19, 2026",https://www.sebi.gov.in/enforcement/orders/jan-2026/adjudication-order-in-respect-of-makwana-jitubhai-s-huf-in-the-matter-of-dealings-in-illiquid-stock-options-on-bse_99138.html,negative,SEBI,,,
Adjudication Order in respect of Ramesh Kumar Deosaria in the matter of dealings in Illiquid Stock Options on BSE,Adjudication Order in respect of Ramesh Kumar Deosaria in the matter of dealings in Illiquid Stock Options on BSE,"Jan 19, 2026",https://www.sebi.gov.in/enforcement/orders/jan-2026/adjudication-order-in-respect-of-ramesh-kumar-deosaria-in-the-matter-of-dealings-in-illiquid-stock-options-on-bse_99140.html,negative,SEBI,,,
Adjudication Order in the matter of trading activities of an entity in the scrip of Torrent Power Limited,Adjudication Order in the matter of trading activities of an entity in the scrip of Torrent Power Limited,"Jan 16, 2026",https://www.sebi.gov.in/enforcement/orders/jan-2026/adjudication-order-in-the-matter-of-trading-activities-of-an-entity-in-the-scrip-of-torrent-power-limited_99117.html,negative,SEBI,,,
Adjudication Order in respect of Makwana Bharat S. HUF in the matter of dealings in Illiquid Stock Options on BSE,Adjudication Order in respect of Makwana Bharat S. HUF in the matter of dealings in Illiquid Stock Options on BSE,"Jan 16, 2026",https://www.sebi.gov.in/enforcement/orders/jan-2026/adjudication-order-in-respect-of-makwana-bharat-s-huf-in-the-matter-of-dealings-in-illiquid-stock-options-on-bse_99104.html,negative,SEBI,,,
Adjudication Order in respect of Jigar Rasiklal Patel in the matter of dealings in Illiquid Stock Options on BSE,Adjudication Order in respect of Jigar Rasiklal Patel in the matter of dealings in Illiquid Stock Options on BSE,"Jan 16, 2026",https://www.sebi.gov.in/enforcement/orders/jan-2026/adjudication-order-in-respect-of-jigar-rasiklal-patel-in-the-matter-of-dealings-in-illiquid-stock-options-on-bse_99099.html,negative,SEBI,,,
Adjudication Order in respect of Vikram Anand HUF in the matter of dealings in Illiquid Stock Options on BSE,Adjudication Order in respect of Vikram Anand HUF in the matter of dealings in Illiquid Stock Options on BSE,"Jan 16, 2026",https://www.sebi.gov.in/enforcement/orders/jan-2026/adjudication-order-in-respect-of-vikram-anand-huf-in-the-matter-of-dealings-in-illiquid-stock-options-on-bse_99101.html,negative,SEBI,,,
Adjudication Order in respect of Amar Nath Das and Rajesh Kumar Agarwal in the matter of Illiquid Stock Options at BSE,Adjudication Order in respect of Amar Nath Das and Rajesh Kumar Agarwal in the matter of Illiquid Stock Options at BSE,"Jan 14, 2026",https://www.sebi.gov.in/enforcement/orders/jan-2026/adjudication-order-in-respect-of-amar-nath-das-and-rajesh-kumar-agarwal-in-the-matter-of-illiquid-stock-options-at-bse_99065.html,negative,SEBI,,,
Adjudication Order in the matter of Yash Chemex Limited.[Corrigendum],Adjudication Order in the matter of Yash Chemex Limited.[Corrigendum],"Jan 14, 2026",https://www.sebi.gov.in/enforcement/orders/jan-2026/adjudication-order-in-the-matter-of-yash-chemex-limited-_99056.html,negative,SEBI,,,
Adjudication Order in respect of Hasina Kasambhai Shekh in the matter of dealings in Illiquid Stock Options on BSE,Adjudication Order in respect of Hasina Kasambhai Shekh in the matter of dealings in Illiquid Stock Options on BSE,"Jan 13, 2026",https://www.sebi.gov.in/enforcement/orders/jan-2026/adjudication-order-in-respect-of-hasina-kasambhai-shekh-in-the-matter-of-dealings-in-illiquid-stock-options-on-bse_99037.html,negative,SEBI,,,
Adjudication Order in the matter of Gretex Corporate Services Limited.,Adjudication Order in the matter of Gretex Corporate Services Limited.,"Jan 13, 2026",https://www.sebi.gov.in/enforcement/orders/jan-2026/adjudication-order-in-the-matter-of-gretex-corporate-services-limited-_99039.html,negative,SEBI,,,
Adjudication Order in respect of Ayusri Health Products Limited in the matter of Illiquid Stock Options at BSE,Adjudication Order in respect of Ayusri Health Products Limited in the matter of Illiquid Stock Options at BSE,"Jan 13, 2026",https://www.sebi.gov.in/enforcement/orders/jan-2026/adjudication-order-in-respect-of-ayusri-health-products-limited-in-the-matter-of-illiquid-stock-options-at-bse_99035.html,negative,SEBI,,,
Adjudication Order in respect of Meghraj Agarwala in the matter of dealings in Illiquid Stock Options on BSE,Adjudication Order in respect of Meghraj Agarwala in the matter of dealings in Illiquid Stock Options on BSE,"Jan 12, 2026",https://www.sebi.gov.in/enforcement/orders/jan-2026/adjudication-order-in-respect-of-meghraj-agarwala-in-the-matter-of-dealings-in-illiquid-stock-options-on-bse_99029.html,negative,SEBI,,,
Adjudication Order in respect of Hacxad Infotech Private Limited in the matter of dealings in Illiquid Stock Options on BSE,Adjudication Order in respect of Hacxad Infotech Private Limited in the matter of dealings in Illiquid Stock Options on BSE,"Jan 12, 2026",https://www.sebi.gov.in/enforcement/orders/jan-2026/adjudication-order-in-respect-of-hacxad-infotech-private-limited-in-the-matter-of-dealings-in-illiquid-stock-options-on-bse_99025.html,negative,SEBI,,,
Adjudication Order in respect of Tarun Kumar Ghai in the matter of dealings in Illiquid Stock Options on BSE,Adjudication Order in respect of Tarun Kumar Ghai in the matter of dealings in Illiquid Stock Options on BSE,"Jan 12, 2026",https://www.sebi.gov.in/enforcement/orders/jan-2026/adjudication-order-in-respect-of-tarun-kumar-ghai-in-the-matter-of-dealings-in-illiquid-stock-options-on-bse-_99027.html,negative,SEBI,,,
SEBI says SWAGAT to FPIs and FVCIs,SEBI says SWAGAT to FPIs and FVCIs,"Jan 16, 2026",https://www.sebi.gov.in/media-and-notifications/press-releases/jan-2026/sebi-says-swagat-to-fpis-and-fvcis_99116.html,neutral,SEBI,8/2026,,
‘Samvad’ 2026: A Symposium on Securities Market by SEBI and NISM,‘Samvad’ 2026: A Symposium on Securities Market by SEBI and NISM,"Jan 16, 2026",https://www.sebi.gov.in/media-and-notifications/press-releases/jan-2026/-samvad-2026-a-symposium-on-securities-market-by-sebi-and-nism_99115.html,neutral,SEBI,7/2026,,
SEBI and IEPFA Conducted the fifth “Niveshak Shivir” at Bengaluru - Proactive Joint Initiative to Minimize Unclaimed Assets and Facilitate Investor Claims for Unpaid Dividends and Shares,SEBI and IEPFA Conducted the fifth “Niveshak Shivir” at Bengaluru - Proactive Joint Initiative to Minimize Unclaimed Assets and Facilitate Investor Claims for Unpaid Dividends and Shares,"Jan 14, 2026",https://www.sebi.gov.in/media-and-notifications/press-releases/jan-2026/sebi-and-iepfa-conducted-the-fifth-niveshak-shivir-at-bengaluru-proactive-joint-initiative-to-minimize-unclaimed-assets-and-facilitate-investor-claims-for-unpaid-dividends-and-shares_99071.html,neutral,SEBI,6/2026,,
SEBI issues Circular on ‘’Simplification of requirements for grant of accreditation to investor’’,SEBI issues Circular on ‘’Simplification of requirements for grant of accreditation to investor’’,"Jan 09, 2026",https://www.sebi.gov.in/media-and-notifications/press-releases/jan-2026/sebi-issues-circular-on-simplification-of-requirements-for-grant-of-accreditation-to-investor-_99008.html,neutral,SEBI,5/2026,,
Ease of Compliance Initiative- Review of Framework to address the ‘technical  glitches’ in Stock Brokers’ Electronic Trading Systems’,Ease of Compliance Initiative- Review of Framework to address the ‘technical  glitches’ in Stock Brokers’ Electronic Trading Systems’,"Jan 09, 2026",https://www.sebi.gov.in/media-and-notifications/press-releases/jan-2026/ease-of-compliance-initiative-review-of-framework-to-address-the-technical-glitches-in-stock-brokers-electronic-trading-systems-_99003.html,neutral,SEBI,4/2026,,
SEBI Facilitates Seamless Digital Signature Certificate Functionality for FPIs,SEBI Facilitates Seamless Digital Signature Certificate Functionality for FPIs,"Jan 08, 2026",https://www.sebi.gov.in/media-and-notifications/press-releases/jan-2026/sebi-facilitates-seamless-digital-signature-certificate-functionality-for-fpis_98996.html,neutral,SEBI,3/2026,,
SEBI Constitutes Working Group on Technology Roadmap for Market  Infrastructure Institutions (MIIs),SEBI Constitutes Working Group on Technology Roadmap for Market  Infrastructure Institutions (MIIs),"Jan 08, 2026",https://www.sebi.gov.in/media-and-notifications/press-releases/jan-2026/sebi-constitutes-working-group-on-technology-roadmap-for-market-infrastructure-institutions-miis-_98995.html,neutral,SEBI,2/2026,,
"Niveshak Shivir to be held on January 03, 2026 in the city of Bengaluru, Karnataka","Niveshak Shivir to be held on January 03, 2026 in the city of Bengaluru, Karnataka","Jan 02, 2026",https://www.sebi.gov.in/media-and-notifications/press-releases/jan-2026/niveshak-shivir-to-be-held-on-january-03-2026-in-the-city-of-bengaluru-karnataka_98801.html,neutral,SEBI,1/2026,,
Clarification on a newsitem,Clarification on a newsitem,"Dec 21, 2025",https://www.sebi.gov.in/media-and-notifications/press-releases/dec-2025/clarification-on-a-newsitem_98529.html,neutral,SEBI,85/2025,,
"Investor Service Camp to be held on December 16, 2025 in the city of Indore,  Madhya Pradesh","Investor Service Camp to be held on December 16, 2025 in the city of Indore,  Madhya Pradesh","Dec 11, 2025",https://www.sebi.gov.in/media-and-notifications/press-releases/dec-2025/investor-service-camp-to-be-held-on-december-16-2025-in-the-city-of-indore-madhya-pradesh_98313.html,neutral,SEBI,83/2025,,
SEBI and IEPFA Conducted the fourth “Niveshak Shivir” at Jaipur - Proactive Joint Initiative to Minimize Unclaimed Assets and Facilitate Investor Claims for Unpaid Dividends and Shares,SEBI and IEPFA Conducted the fourth “Niveshak Shivir” at Jaipur - Proactive Joint Initiative to Minimize Unclaimed Assets and Facilitate Investor Claims for Unpaid Dividends and Shares,"Dec 10, 2025",https://www.sebi.gov.in/media-and-notifications/press-releases/dec-2025/sebi-and-iepfa-conducted-the-fourth-niveshak-shivir-at-jaipur-proactive-joint-initiative-to-minimize-unclaimed-assets-and-facilitate-investor-claims-for-unpaid-dividends-and-shares_98278.html,neutral,SEBI,82/2025,,
Extension of Deadline for filing claims in the matter of Karvy Stock Broking Limited,Extension of Deadline for filing claims in the matter of Karvy Stock Broking Limited,"Dec 09, 2025",https://www.sebi.gov.in/media-and-notifications/press-releases/dec-2025/extension-of-deadline-for-filing-claims-in-the-matter-of-karvy-stock-broking-limited_98271.html,neutral,SEBI,81/2025,,
"Shri Sandip Pradhan takes charge as Whole Time Member, SEBI","Shri Sandip Pradhan takes charge as Whole Time Member, SEBI","Dec 05, 2025",https://www.sebi.gov.in/media-and-notifications/press-releases/dec-2025/shri-sandip-pradhan-takes-charge-as-whole-time-member-sebi_98203.html,neutral,SEBI,80/2025,,
"India: Financial Sector Assessment Program, 2024","India: Financial Sector Assessment Program, 2024","Dec 03, 2025",https://www.sebi.gov.in/media-and-notifications/press-releases/dec-2025/india-financial-sector-assessment-program-2024_98131.html,neutral,SEBI,79/2025,,
"Niveshak Shivir to be held on December 06, 2025 in the city of Jaipur, Rajasthan","Niveshak Shivir to be held on December 06, 2025 in the city of Jaipur, Rajasthan","Dec 02, 2025",https://www.sebi.gov.in/media-and-notifications/press-releases/dec-2025/niveshak-shivir-to-be-held-on-december-06-2025-in-the-city-of-jaipur-rajasthan_98120.html,neutral,SEBI,78/2025,,
"Securities and Exchange Board of India (Informal Guidance) Scheme, 2025","Securities and Exchange Board of India (Informal Guidance) Scheme, 2025","Nov 28, 2025",https://www.sebi.gov.in/media-and-notifications/press-releases/nov-2025/securities-and-exchange-board-of-india-informal-guidance-scheme-2025_98009.html,neutral,SEBI,77/2025,,
Memorandum of Understanding between Securities and Exchange Board of  India (SEBI) and National Forensic Sciences University (NFSU),Memorandum of Understanding between Securities and Exchange Board of  India (SEBI) and National Forensic Sciences University (NFSU),"Nov 25, 2025",https://www.sebi.gov.in/media-and-notifications/press-releases/nov-2025/memorandum-of-understanding-between-securities-and-exchange-board-of-india-sebi-and-national-forensic-sciences-university-nfsu-_97932.html,neutral,SEBI,76/2025,,
Caution to Public regarding unregistered Online Bond Platform Providers,Caution to Public regarding unregistered Online Bond Platform Providers,"Nov 19, 2025",https://www.sebi.gov.in/media-and-notifications/press-releases/nov-2025/caution-to-public-regarding-unregistered-online-bond-platform-providers_97827.html,neutral,SEBI,75/2025,,
"Inauguration of SEBI’s Pavilion at the IITF, 2025 by Chairman, SEBI","Inauguration of SEBI’s Pavilion at the IITF, 2025 by Chairman, SEBI","Nov 14, 2025",https://www.sebi.gov.in/media-and-notifications/press-releases/nov-2025/inauguration-of-sebi-s-pavilion-at-the-iitf-2025-by-chairman-sebi_97763.html,neutral,SEBI,74/2025,,
"Report of the High Level Committee on Conflict of Interest, Disclosures and  related matters in respect of Members and Officials of SEBI","Report of the High Level Committee on Conflict of Interest, Disclosures and  related matters in respect of Members and Officials of SEBI","Nov 12, 2025",https://www.sebi.gov.in/media-and-notifications/press-releases/nov-2025/report-of-the-high-level-committee-on-conflict-of-interest-disclosures-and-related-matters-in-respect-of-members-and-officials-of-sebi_97732.html,neutral,SEBI,73/2025,,
SEBI and IEPFA Conducted the third “Niveshak Shivir” at Amritsar - Proactive  Joint Initiative to Minimize Unclaimed Assets and Facilitate Investor Claims for  Unpaid Dividends and Shares,SEBI and IEPFA Conducted the third “Niveshak Shivir” at Amritsar - Proactive  Joint Initiative to Minimize Unclaimed Assets and Facilitate Investor Claims for  Unpaid Dividends and Shares,"Nov 11, 2025",https://www.sebi.gov.in/media-and-notifications/press-releases/nov-2025/sebi-and-iepfa-conducted-the-third-niveshak-shivir-at-amritsar-proactive-joint-initiative-to-minimize-unclaimed-assets-and-facilitate-investor-claims-for-unpaid-dividends-and-shares_97711.html,neutral,SEBI,72/2025,,
"High Level Committee on “Conflict of Interest, Disclosures and related matters in respect of Members and Officials of SEBI” submits its report","High Level Committee on “Conflict of Interest, Disclosures and related matters in respect of Members and Officials of SEBI” submits its report","Nov 10, 2025",https://www.sebi.gov.in/media-and-notifications/press-releases/nov-2025/high-level-committee-on-conflict-of-interest-disclosures-and-related-matters-in-respect-of-members-and-officials-of-sebi-submits-its-report_97691.html,neutral,SEBI,71/2025,,
Caution to public regarding dealing in ‘Digital Gold’,Caution to public regarding dealing in ‘Digital Gold’,"Nov 08, 2025",https://www.sebi.gov.in/media-and-notifications/press-releases/nov-2025/caution-to-public-regarding-dealing-in-digital-gold-_97676.html,neutral,SEBI,70/2025,,
"SEBI Intensifies Efforts to Combat Online Investment Scams, Calls for Greater  Collaboration from Social Media Platforms","SEBI Intensifies Efforts to Combat Online Investment Scams, Calls for Greater  Collaboration from Social Media Platforms","Nov 06, 2025",https://www.sebi.gov.in/media-and-notifications/press-releases/nov-2025/sebi-intensifies-efforts-to-combat-online-investment-scams-calls-for-greater-collaboration-from-social-media-platforms_97655.html,neutral,SEBI,69/2025,,
Security Code :{{CorpannData.Table[0].SCRIP_CD}}Company :{{CorpannData.Table[0].SLONGNAME }},Security Code :{{CorpannData.Table[0].SCRIP_CD}}Company :{{CorpannData.Table[0].SLONGNAME }},{{CorpannData.Table[0].NEWS_DT  | date:'dd MMM yyyy'}},https://www.bseindia.com,neutral,BSE,,Security Code :{{CorpannData.Table[0].SCRIP_CD}}Company :{{CorpannData.Table[0].SLONGNAME }}Security Code :{{CorpannData.Table[0].SCRIP_CD}}Company :{{CorpannData.Table[0].SLONGNAME }}{{CorpannData.Table[0].NEWS_DT  | date:'dd MMM yyyy'}}{{cann.CATEGORYNAME}}Audio/Video{{cann.Fld_Attachsize/1048576 | number:2}} MB{{cann.Fld_Attachsize/1024 | number:2}} KB{{cann.Fld_Attachsize/1048576 | number:2}} MB{{cann.Fld_Attachsize/1024 | number:2}} KB{{cann.Fld_Attachsize/1048576 | number:2}} MB{{cann.Fld_Attachsize/1024 | number:2}} KBXBRLXBRLRead More..Read less..Exchange Received Time{{cann.News_submission_dt | date:'dd-MM-yyyy HH:mm:ss' }}Exchange Disseminated Time{{cann.DissemDT | date:'dd-MM-yyyy HH:mm:ss' }}Time Taken{{cann.TimeDiff | date:'dd-MM-yyyy HH:mm:ss'}}Exchange Disseminated Time{{cann.DissemDT | date:'dd-MM-yyyy HH:mm:ss' }}Exchange Disseminated Time{{cann.NEWS_DT | date:'dd-MM-yyyy HH:mm:ss' }},Security Code :{{CorpannData.Table[0].SCRIP_CD}}Company :{{CorpannData.Table[0].SLONGNAME }}
{{cann.CATEGORYNAME}},{{cann.CATEGORYNAME}},,https://www.bseindia.com,neutral,BSE,,{{cann.CATEGORYNAME}}Audio/Video{{cann.Fld_Attachsize/1048576 | number:2}} MB{{cann.Fld_Attachsize/1024 | number:2}} KB{{cann.Fld_Attachsize/1048576 | number:2}} MB{{cann.Fld_Attachsize/1024 | number:2}} KB{{cann.Fld_Attachsize/1048576 | number:2}} MB{{cann.Fld_Attachsize/1024 | number:2}} KBXBRLXBRLRead More..Read less..Exchange Received Time{{cann.News_submission_dt | date:'dd-MM-yyyy HH:mm:ss' }}Exchange Disseminated Time{{cann.DissemDT | date:'dd-MM-yyyy HH:mm:ss' }}Time Taken{{cann.TimeDiff | date:'dd-MM-yyyy HH:mm:ss'}}Exchange Disseminated Time{{cann.DissemDT | date:'dd-MM-yyyy HH:mm:ss' }}Exchange Disseminated Time{{cann.NEWS_DT | date:'dd-MM-yyyy HH:mm:ss' }},
Homebuyers' body FPCE seeks interest subsidy on home loans to boost demand for affordable housing,Homebuyers' body FPCE has demanded that the government in the upcoming Budget provide interest subsidy on home loans to people purchasing affordable and mid-income housing.,"Wed, 21 Jan 2026 21:42:46 +0530",https://economictimes.indiatimes.com/markets/digital-real-estate/realty-news/homebuyers-body-fpce-seeks-interest-subsidy-on-home-loans-to-boost-demand-for-affordable-housing/articleshow/127015286.cms,neutral,economictimes,,,
"Nearly 3,800 acres land deals in 2025 for housing, commercial, data centre projects: Anarock","Real estate consultant Anarock on Wednesday said that at least 126 land deals totalling 3,772 acres were closed last year for the development of housing, commercial, mixed-use, warehousing and data centre projects.","Wed, 21 Jan 2026 21:39:23 +0530",https://economictimes.indiatimes.com/markets/digital-real-estate/realty-news/nearly-3800-acres-land-deals-in-2025-for-housing-commercial-data-centre-projects-anarock/articleshow/127014493.cms,neutral,economictimes,,,
US construction spending rebounds in October amid renovations,"U.S. construction spending increased more than expected in October, likely reflecting ‍home renovations, with activity elsewhere ​weak.","Wed, 21 Jan 2026 21:34:03 +0530",https://economictimes.indiatimes.com/markets/digital-real-estate/realty-news/us-construction-spending-rebounds-in-october-amid-renovations/articleshow/127013962.cms,neutral,economictimes,,,
Ahead of Market: 10 things that will decide stock market action on Thursday,"Indian markets stayed volatile as global risks, weak banking and IT earnings, and a falling rupee hurt sentiment. Late value buying trimmed losses, while analysts warned volatility may persist, with selective accumulation opportunities emerging amid resilient domestic demand ahead soon.","Wed, 21 Jan 2026 21:28:55 +0530",https://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-stock-market-action-on-thursday/articleshow/127013243.cms,neutral,economictimes,,,
RBL Bank bulk deal: BNP Paribas sells 60 lakh shares worth Rs 178 crore; BofA picks up stake,"BNP Paribas sold 60 lakh RBL Bank shares via a bulk deal, reducing its stake, while BofA Securities bought in. The transaction came amid recent stock weakness, despite strong one-year returns, improved asset quality, and robust profit growth.","Wed, 21 Jan 2026 21:20:13 +0530",https://economictimes.indiatimes.com/markets/stocks/news/rbl-bank-bulk-deal-bnp-paribas-sells-60-lakh-shares-worth-rs-178-crore-bofa-picks-up-stake/articleshow/127012394.cms,neutral,economictimes,,,
"MMT Q3 net profit at $7.3 million, operating revenue at $295.7 million","MakeMyTrip’s Q3 net profit fell 73% to $7.3 million as finance costs surged after its capital raise, even as revenues, operating profit and hotel bookings grew, aided by portfolio diversification and AI-led efficiency initiatives despite slower domestic air travel growth.","Wed, 21 Jan 2026 21:15:27 +0530",https://economictimes.indiatimes.com/markets/stocks/earnings/mmt-q3-net-profit-at-7-3-million-operating-revenue-at-295-7-million/articleshow/127011818.cms,neutral,economictimes,,,
"Rupee hits a record low at 91.70/$1, Greenland-US dispute, FPI sell off, yen carry trade unwinding a trigger","The Indian rupee hit a record low as global risk aversion, yen carry trade unwinding, and foreign outflows pressured markets, while the RBI stayed absent, allowing losses to deepen amid rising Japanese yields and selling in local stocks and bonds.","Wed, 21 Jan 2026 21:10:44 +0530",https://economictimes.indiatimes.com/markets/forex/forex-news/rupee-hits-a-record-low-at-91-70/1-greenland-us-dispute-fpi-sell-off-yen-carry-trade-unwinding-a-trigger/articleshow/127008377.cms,neutral,economictimes,,,
Market Trading Guide: Buy Dalmia Bharat and CreditAccess Grameen on Thursday for up to 7% upside,"Nifty extended its decline for a third session, slipping below the 200-DMA intraday amid selling in financials and consumer stocks. Analysts warn of near-term volatility, highlighting key support and resistance levels and recommending Dalmia Bharat and CreditAccess Grameen.","Wed, 21 Jan 2026 20:39:11 +0530",https://economictimes.indiatimes.com/markets/stocks/news/market-trading-guide-buy-dalmia-bharat-and-creditaccess-grameen-on-thursday-for-up-to-12-upside/articleshow/127006827.cms,neutral,economictimes,,,
Sebi's rap on the knuckles: Investment adviser pulled up for routing client money through employee account,"SEBI reprimanded Ankur Jain of Winway Research for multiple regulatory breaches, including routing client funds through employee accounts, charging overlapping fees, failing to maintain call records, and not resolving SCORES complaints, rejecting his defense explanations.","Wed, 21 Jan 2026 19:44:27 +0530",https://economictimes.indiatimes.com/markets/stocks/news/sebis-rap-on-the-knuckles-investment-adviser-pulled-up-for-routing-client-money-through-employee-account/articleshow/127000141.cms,neutral,economictimes,,,
MakeMyTrip Q3 adjusted net profit up 14% at $51.4 million,"Nasdaq-listed online travel service provider, MakeMyTrip Ltd on Wednesday reported a 14.47 per cent rise in adjusted net profit to USD 51.4 million in the third quarter ended December 2025.","Wed, 21 Jan 2026 19:15:47 +0530",https://economictimes.indiatimes.com/markets/stocks/earnings/makemytrip-q3-adjusted-net-profit-up-14-at-51-4-million/articleshow/126995935.cms,neutral,economictimes,,,
Jindal Stainless Q3 Results: Profit grows 26% to Rs 828 crore,"Jindal Stainless on Wednesday posted 26 per cent year-on-year growth in consolidated net profit to Rs 828 crore in December quarter FY26, driven by increased sales.","Wed, 21 Jan 2026 19:09:40 +0530",https://economictimes.indiatimes.com/markets/stocks/earnings/jindal-stainless-q3-results-profit-grows-26-to-rs-828-crore/articleshow/126995240.cms,neutral,economictimes,,,
"Gainers &amp; Losers: Eternal, Amagi Media among 7 stocks under spotlight on Wednesday","Indian markets fell for the third consecutive session as financials and consumer stocks faced selling pressure. Eternal, MRPL, CreditAccess Grameen, and IndiaMart gained sharply, while Kalyan Jewellers and Tata Communications declined despite strong quarterly earnings.","Wed, 21 Jan 2026 18:53:53 +0530",https://economictimes.indiatimes.com/markets/stocks/news/gainers-losers-eternal-amagi-media-among-7-stocks-under-spotlight-on-wednesday/slideshow/126993607.cms,neutral,economictimes,,,
"HPCL Q3 Results: Cons PAT soars 58% YoY to Rs 4,011 crore, revenue up 5%","HPCL reported a sharp rise in Q3 profit on stronger refining margins, higher crude throughput and steady fuel sales growth. Revenue also increased sequentially, supported by record refinery utilisation and network expansion across retail outlets and LPG distribution.","Wed, 21 Jan 2026 18:29:30 +0530",https://economictimes.indiatimes.com/markets/stocks/earnings/hpcl-q3-results-cons-pat-soars-58-yoy-to-rs-4011-crore-revenue-up-5/articleshow/126990247.cms,neutral,economictimes,,,
